,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck
5128,Earth,0,G/880/S,TRAPPIST-1e,17.0,0,0.0,150.0,166.0,570.0,0.0
5129,Mars,0,F/1048/S,TRAPPIST-1e,29.0,0,518.0,0.0,10.0,1245.0,0.0
5130,Earth,1,G/881/S,55 Cancri e,36.0,0,0.0,0.0,0.0,0.0,0.0
5131,Europa,0,Unknown,TRAPPIST-1e,37.0,0,31.0,9307.0,0.0,904.0,11213.0
5132,Earth,0,F/1135/P,PSO J318.5-22,17.0,0,2.0,0.0,0.0,0.0,681.0
5133,Mars,1,F/1050/S,55 Cancri e,45.0,0,0.0,0.0,0.0,0.0,0.0
5134,Earth,0,G/880/P,TRAPPIST-1e,20.0,0,0.0,9.0,82.0,14.0,704.0
5135,Mars,1,F/1136/P,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0
5136,Europa,1,B/186/P,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0
5137,Europa,0,B/186/P,TRAPPIST-1e,15.0,0,0.0,22.0,6805.0,0.0,531.0
5138,Europa,0,B/186/P,TRAPPIST-1e,53.0,0,0.0,6634.0,0.0,5047.0,108.0
5139,Europa,1,B/186/P,TRAPPIST-1e,51.0,0,0.0,0.0,0.0,0.0,0.0
5140,Earth,1,G/881/P,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0
5141,Earth,1,G/881/P,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0
5142,Mars,0,F/1137/P,TRAPPIST-1e,26.0,0,665.0,76.0,0.0,1478.0,0.0
5143,Earth,0,G/882/S,TRAPPIST-1e,20.0,0,0.0,0.0,499.0,285.0,103.0
5144,Earth,0,F/1052/S,TRAPPIST-1e,23.0,0,0.0,551.0,59.0,720.0,14.0
5145,Earth,0,F/1053/S,TRAPPIST-1e,22.0,0,658.0,0.0,0.0,161.0,3.0
5146,Earth,1,G/882/P,55 Cancri e,22.0,0,0.0,0.0,0.0,0.0,0.0
5147,Europa,1,B/210/S,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0
5148,Europa,0,B/210/S,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0
5149,Earth,1,G/884/S,TRAPPIST-1e,40.0,0,0.0,0.0,0.0,0.0,0.0
5150,Mars,0,D/175/P,55 Cancri e,21.0,0,4027.0,0.0,47.0,83.0,0.0
5151,Earth,0,G/885/S,TRAPPIST-1e,35.0,0,702.0,104.0,5.0,76.0,0.0
5152,Earth,0,F/1140/P,TRAPPIST-1e,22.0,0,142.0,1307.0,0.0,0.0,0.0
5153,Europa,1,D/166/S,TRAPPIST-1e,37.0,0,0.0,0.0,0.0,0.0,0.0
5154,Mars,0,E/356/S,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0
5155,Earth,0,Unknown,TRAPPIST-1e,50.0,0,0.0,358.0,0.0,620.0,4.0
5156,Earth,0,F/1055/S,TRAPPIST-1e,27.0,0,0.0,0.0,800.0,0.0,0.0
5157,Earth,1,G/887/S,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0
5158,Earth,1,G/884/P,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0
5159,Earth,0,E/346/P,PSO J318.5-22,25.0,0,39.0,0.0,169.0,20.0,1403.0
5160,Europa,0,A/67/S,55 Cancri e,31.0,0,0.0,225.0,0.0,301.0,4090.0
5161,Europa,0,B/211/S,55 Cancri e,27.0,0,0.0,8162.0,1044.0,699.0,46.0
5162,Earth,1,G/889/S,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0
5163,Earth,1,G/889/S,PSO J318.5-22,2.0,0,0.0,0.0,0.0,0.0,0.0
5164,Earth,0,G/889/S,TRAPPIST-1e,27.0,0,0.0,6.0,0.0,814.0,107.0
5165,Earth,0,G/889/S,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0
5166,Earth,0,F/1141/P,TRAPPIST-1e,22.0,0,758.0,0.0,46.0,0.0,0.0
5167,Mars,0,E/357/S,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0
5168,Earth,0,G/890/S,TRAPPIST-1e,56.0,0,0.0,4.0,778.0,0.0,0.0
5169,Earth,0,F/1058/S,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,676.0,124.0
5170,Earth,0,E/358/S,55 Cancri e,42.0,0,31.0,0.0,0.0,635.0,0.0
5171,Earth,0,F/1059/S,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,703.0,0.0
5172,Earth,0,F/1059/S,TRAPPIST-1e,27.0,0,508.0,585.0,9.0,0.0,0.0
5173,Earth,0,G/885/P,PSO J318.5-22,29.0,0,0.0,0.0,20.0,0.0,402.0
5174,Earth,0,F/1060/S,55 Cancri e,36.0,0,85.0,0.0,545.0,15.0,0.0
5175,Earth,0,F/1061/S,TRAPPIST-1e,23.0,0,0.0,0.0,4.0,145.0,0.0
5176,Earth,1,G/891/S,TRAPPIST-1e,64.0,0,0.0,0.0,0.0,0.0,0.0
5177,Earth,0,G/886/P,TRAPPIST-1e,19.0,0,1.0,1.0,0.0,0.0,1755.0
5178,Earth,1,G/886/P,55 Cancri e,1.0,0,0.0,0.0,0.0,0.0,0.0
5179,Earth,1,G/886/P,TRAPPIST-1e,49.0,0,0.0,0.0,0.0,0.0,0.0
5180,Earth,1,G/886/P,55 Cancri e,0.0,0,0.0,0.0,0.0,0.0,0.0
5181,Earth,0,F/1143/P,TRAPPIST-1e,18.0,0,0.0,288.0,35.0,0.0,435.0
5182,Europa,0,C/174/P,55 Cancri e,39.0,0,5645.0,132.0,0.0,1.0,1814.0
5183,Mars,0,E/347/P,TRAPPIST-1e,37.0,0,10.0,20.0,868.0,115.0,0.0
5184,Mars,1,F/1144/P,TRAPPIST-1e,44.0,0,0.0,0.0,0.0,0.0,0.0
5185,Mars,0,F/1145/P,PSO J318.5-22,43.0,0,817.0,0.0,617.0,0.0,0.0
5186,Mars,1,F/1145/P,TRAPPIST-1e,33.0,0,0.0,0.0,0.0,0.0,0.0
5187,Earth,0,G/893/S,TRAPPIST-1e,20.0,0,41.0,222.0,0.0,43.0,601.0
5188,Earth,0,G/893/S,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0
5189,Earth,0,G/893/S,55 Cancri e,4.0,0,0.0,0.0,0.0,0.0,0.0
5190,Mars,1,F/1062/S,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0
5191,Mars,0,F/1063/S,TRAPPIST-1e,50.0,0,690.0,0.0,30.0,762.0,428.0
5192,Mars,1,F/1146/P,TRAPPIST-1e,47.0,0,0.0,0.0,0.0,0.0,0.0
5193,Mars,1,F/1146/P,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0
5194,Europa,0,B/187/P,TRAPPIST-1e,26.0,0,0.0,1583.0,0.0,232.0,8040.0
5195,Earth,0,E/360/S,TRAPPIST-1e,21.0,0,39.0,360.0,0.0,0.0,0.0
5196,Mars,1,F/1147/P,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0
5197,Europa,1,C/175/P,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0
5198,Mars,0,F/1149/P,TRAPPIST-1e,27.0,1,1565.0,0.0,0.0,0.0,145.0
5199,Earth,0,G/894/S,PSO J318.5-22,34.0,0,0.0,0.0,693.0,3.0,77.0
5200,Earth,1,G/894/S,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0
5201,Earth,1,G/894/S,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0
5202,Europa,0,D/176/P,55 Cancri e,28.0,0,550.0,5203.0,0.0,2244.0,1624.0
5203,Earth,0,G/895/S,TRAPPIST-1e,33.0,0,127.0,745.0,9.0,0.0,0.0
5204,Earth,1,G/888/P,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0
5205,Mars,0,F/1150/P,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0
5206,Mars,1,F/1150/P,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0
5207,Mars,0,F/1150/P,TRAPPIST-1e,60.0,0,51.0,10.0,754.0,1412.0,137.0
5208,Earth,0,G/896/S,TRAPPIST-1e,43.0,0,1.0,0.0,213.0,7.0,701.0
5209,Earth,0,E/361/S,TRAPPIST-1e,27.0,0,0.0,1.0,667.0,897.0,43.0
5210,Earth,1,G/890/P,TRAPPIST-1e,37.0,0,0.0,0.0,0.0,0.0,0.0
5211,Earth,1,G/897/S,55 Cancri e,23.0,0,0.0,0.0,0.0,0.0,0.0
5212,Mars,0,D/168/S,TRAPPIST-1e,57.0,0,1696.0,0.0,1006.0,0.0,27.0
5213,Europa,1,A/51/P,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,0.0,0.0
5214,Europa,0,A/51/P,TRAPPIST-1e,28.0,0,0.0,175.0,0.0,214.0,7461.0
5215,Europa,0,A/51/P,TRAPPIST-1e,42.0,0,0.0,890.0,2929.0,352.0,4898.0
5216,Europa,0,A/51/P,TRAPPIST-1e,43.0,0,7.0,494.0,2473.0,443.0,71.0
5217,Europa,1,C/176/P,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0
5218,Europa,0,E/349/P,55 Cancri e,72.0,0,2445.0,3023.0,0.0,704.0,20.0
5219,Europa,0,B/188/P,TRAPPIST-1e,49.0,0,0.0,3991.0,298.0,289.0,2740.0
5220,Europa,1,B/188/P,55 Cancri e,29.0,1,0.0,0.0,0.0,0.0,0.0
5221,Earth,1,G/891/P,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0
5222,Earth,0,G/900/S,55 Cancri e,26.0,0,0.0,406.0,0.0,0.0,503.0
5223,Mars,1,F/1153/P,55 Cancri e,19.0,0,0.0,0.0,0.0,0.0,0.0
5224,Earth,0,F/1154/P,55 Cancri e,18.0,0,749.0,0.0,74.0,0.0,0.0
5225,Earth,0,F/1155/P,55 Cancri e,14.0,0,714.0,237.0,0.0,587.0,1.0
5226,Mars,0,F/1156/P,TRAPPIST-1e,44.0,0,583.0,0.0,222.0,0.0,1560.0
5227,Mars,1,F/1156/P,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,0.0,0.0
5228,Earth,1,G/892/P,55 Cancri e,18.0,0,0.0,0.0,0.0,0.0,0.0
5229,Earth,1,G/902/S,PSO J318.5-22,36.0,0,0.0,0.0,0.0,0.0,0.0
5230,Europa,1,B/212/S,55 Cancri e,27.0,0,0.0,0.0,0.0,0.0,0.0
5231,Earth,0,G/893/P,TRAPPIST-1e,35.0,0,753.0,335.0,1.0,348.0,0.0
5232,Europa,0,D/170/S,TRAPPIST-1e,52.0,0,5.0,3514.0,31.0,601.0,13.0
5233,Earth,0,G/894/P,PSO J318.5-22,22.0,0,688.0,5.0,80.0,0.0,0.0
5234,Earth,0,F/1158/P,TRAPPIST-1e,34.0,0,245.0,0.0,542.0,0.0,19.0
5235,Earth,0,G/895/P,PSO J318.5-22,37.0,0,0.0,0.0,6.0,746.0,1.0
5236,Earth,0,F/1159/P,55 Cancri e,22.0,0,654.0,2.0,83.0,0.0,0.0
5237,Earth,0,F/1160/P,TRAPPIST-1e,26.0,0,0.0,786.0,0.0,11.0,83.0
5238,Earth,0,E/363/S,55 Cancri e,14.0,0,590.0,9.0,0.0,0.0,192.0
5239,Mars,1,F/1161/P,55 Cancri e,53.0,0,0.0,0.0,0.0,0.0,0.0
5240,Earth,0,F/1163/P,TRAPPIST-1e,17.0,0,0.0,823.0,0.0,1168.0,14.0
5241,Earth,0,F/1067/S,TRAPPIST-1e,30.0,0,0.0,1.0,0.0,870.0,0.0
5242,Europa,0,D/179/P,TRAPPIST-1e,65.0,0,0.0,722.0,302.0,103.0,2659.0
5243,Earth,0,G/903/S,TRAPPIST-1e,19.0,0,0.0,0.0,500.0,2.0,208.0
5244,Europa,0,E/364/S,55 Cancri e,36.0,0,380.0,686.0,0.0,295.0,1247.0
5245,Earth,1,G/904/S,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0
5246,Earth,0,G/904/S,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0
5247,Earth,0,Unknown,55 Cancri e,4.0,0,0.0,0.0,0.0,0.0,0.0
5248,Earth,0,F/1069/S,TRAPPIST-1e,21.0,0,958.0,1668.0,82.0,0.0,78.0
5249,Earth,1,G/904/S,55 Cancri e,8.0,0,0.0,0.0,0.0,0.0,0.0
5250,Europa,1,B/190/P,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0
5251,Europa,0,B/190/P,55 Cancri e,18.0,0,0.0,3268.0,0.0,436.0,342.0
5252,Earth,0,E/365/S,TRAPPIST-1e,34.0,0,170.0,1256.0,0.0,3926.0,7121.0
5253,Europa,1,B/213/S,55 Cancri e,45.0,0,0.0,0.0,0.0,0.0,0.0
5254,Europa,0,B/213/S,TRAPPIST-1e,31.0,0,0.0,1219.0,7.0,104.0,1082.0
5255,Earth,0,F/1164/P,TRAPPIST-1e,14.0,0,30.0,757.0,115.0,0.0,0.0
5256,Earth,0,G/897/P,TRAPPIST-1e,23.0,0,765.0,5.0,0.0,0.0,0.0
5257,Europa,1,B/214/S,TRAPPIST-1e,61.0,0,0.0,0.0,0.0,0.0,0.0
5258,Europa,0,B/214/S,55 Cancri e,54.0,1,0.0,7996.0,0.0,4549.0,10206.0
5259,Europa,1,D/171/S,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0
5260,Europa,0,D/171/S,TRAPPIST-1e,46.0,0,0.0,3477.0,0.0,1.0,5543.0
5261,Earth,0,F/1072/S,TRAPPIST-1e,32.0,0,125.0,874.0,0.0,180.0,1.0
5262,Earth,1,G/906/S,55 Cancri e,49.0,0,0.0,0.0,0.0,0.0,0.0
5263,Earth,1,G/907/S,55 Cancri e,20.0,0,0.0,0.0,0.0,0.0,0.0
5264,Earth,0,F/1073/S,PSO J318.5-22,25.0,0,458.0,240.0,0.0,239.0,0.0
5265,Earth,0,F/1075/S,TRAPPIST-1e,19.0,0,0.0,785.0,0.0,0.0,19.0
5266,Earth,1,G/908/S,55 Cancri e,28.0,0,0.0,0.0,0.0,0.0,0.0
5267,Earth,0,F/1076/S,TRAPPIST-1e,68.0,0,0.0,0.0,970.0,0.0,0.0
5268,Earth,1,G/898/P,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0
5269,Mars,1,E/352/P,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0
5270,Mars,0,E/352/P,PSO J318.5-22,49.0,0,0.0,0.0,0.0,0.0,0.0
5271,Mars,0,E/352/P,TRAPPIST-1e,15.0,0,890.0,9.0,0.0,1250.0,57.0
5272,Mars,1,E/352/P,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0
5273,Mars,0,E/352/P,TRAPPIST-1e,22.0,0,804.0,0.0,378.0,0.0,0.0
5274,Earth,1,G/911/S,PSO J318.5-22,23.0,0,0.0,0.0,0.0,0.0,0.0
5275,Earth,0,G/899/P,TRAPPIST-1e,31.0,0,0.0,0.0,0.0,0.0,0.0
5276,Earth,1,G/900/P,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0
5277,Earth,1,G/901/P,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0
5278,Earth,0,F/1166/P,TRAPPIST-1e,20.0,0,47.0,0.0,0.0,0.0,2711.0
5279,Earth,0,F/1168/P,TRAPPIST-1e,43.0,0,1.0,8.0,0.0,0.0,715.0
5280,Earth,0,G/913/S,TRAPPIST-1e,22.0,0,19.0,9.0,0.0,0.0,594.0
5281,Europa,1,E/368/S,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0
5282,Europa,1,B/216/S,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0
5283,Europa,1,Unknown,55 Cancri e,37.0,0,0.0,0.0,0.0,0.0,0.0
5284,Mars,0,F/1077/S,TRAPPIST-1e,24.0,0,158.0,0.0,1594.0,1.0,0.0
5285,Mars,0,F/1077/S,55 Cancri e,18.0,0,2803.0,0.0,17.0,0.0,0.0
5286,Mars,0,F/1077/S,TRAPPIST-1e,15.0,0,643.0,0.0,45.0,0.0,10.0
5287,Mars,0,F/1169/P,TRAPPIST-1e,28.0,0,1909.0,0.0,0.0,0.0,6.0
5288,Earth,0,F/1078/S,TRAPPIST-1e,24.0,0,0.0,117.0,2134.0,0.0,0.0
5289,Mars,1,F/1079/S,55 Cancri e,39.0,0,0.0,0.0,0.0,0.0,0.0
5290,Europa,1,C/178/P,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0
5291,Europa,0,C/178/P,55 Cancri e,52.0,0,0.0,1425.0,31.0,0.0,1320.0
5292,Europa,0,C/178/P,TRAPPIST-1e,48.0,0,0.0,0.0,0.0,2851.0,1478.0
5293,Europa,0,C/179/P,55 Cancri e,27.0,0,332.0,918.0,0.0,5.0,4817.0
5294,Europa,0,C/179/P,55 Cancri e,50.0,0,0.0,103.0,0.0,240.0,8221.0
5295,Earth,0,G/902/P,TRAPPIST-1e,24.0,0,56.0,22.0,285.0,1453.0,0.0
5296,Earth,0,G/915/S,PSO J318.5-22,26.0,0,807.0,0.0,0.0,0.0,40.0
5297,Earth,0,F/1171/P,TRAPPIST-1e,24.0,0,215.0,0.0,0.0,0.0,350.0
5298,Earth,1,G/903/P,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0
5299,Earth,0,F/1172/P,PSO J318.5-22,42.0,0,1188.0,39.0,3.0,3.0,0.0
5300,Earth,0,F/1175/P,TRAPPIST-1e,51.0,0,0.0,0.0,0.0,0.0,880.0
5301,Earth,0,E/355/P,PSO J318.5-22,43.0,0,635.0,53.0,0.0,3.0,0.0
5302,Earth,1,G/905/P,55 Cancri e,31.0,0,0.0,0.0,0.0,0.0,0.0
5303,Earth,1,G/916/S,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0
5304,Earth,0,F/1080/S,TRAPPIST-1e,31.0,0,13.0,0.0,0.0,679.0,0.0
5305,Europa,0,A/71/S,TRAPPIST-1e,33.0,0,0.0,1513.0,5.0,63.0,144.0
5306,Earth,0,G/906/P,55 Cancri e,21.0,0,0.0,496.0,0.0,3867.0,30.0
5307,Earth,0,G/907/P,TRAPPIST-1e,13.0,0,56.0,1706.0,15.0,0.0,23.0
5308,Earth,0,F/1083/S,TRAPPIST-1e,29.0,0,286.0,545.0,0.0,0.0,0.0
5309,Europa,0,B/217/S,TRAPPIST-1e,22.0,0,0.0,11594.0,0.0,10247.0,1.0
5310,Mars,0,E/357/P,TRAPPIST-1e,22.0,0,1035.0,0.0,264.0,0.0,0.0
5311,Earth,1,G/920/S,PSO J318.5-22,18.0,0,0.0,0.0,0.0,0.0,0.0
5312,Earth,1,G/920/S,55 Cancri e,35.0,0,0.0,0.0,0.0,0.0,0.0
5313,Earth,1,G/920/S,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0
5314,Earth,0,E/359/P,TRAPPIST-1e,18.0,0,0.0,0.0,1609.0,0.0,0.0
5315,Earth,1,G/921/S,TRAPPIST-1e,66.0,0,0.0,0.0,0.0,0.0,0.0
5316,Earth,1,B/218/S,TRAPPIST-1e,33.0,0,0.0,0.0,0.0,0.0,0.0
5317,Europa,1,B/218/S,55 Cancri e,48.0,0,0.0,0.0,0.0,0.0,0.0
5318,Europa,0,B/218/S,55 Cancri e,38.0,0,0.0,1198.0,48.0,278.0,1244.0
5319,Europa,1,B/218/S,TRAPPIST-1e,62.0,0,0.0,0.0,0.0,0.0,0.0
5320,Earth,1,G/910/P,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0
5321,Mars,0,Unknown,55 Cancri e,44.0,0,2267.0,0.0,107.0,0.0,0.0
5322,Mars,0,D/180/P,55 Cancri e,25.0,0,1410.0,123.0,26.0,9.0,812.0
5323,Earth,0,F/1179/P,TRAPPIST-1e,15.0,0,348.0,1627.0,0.0,0.0,0.0
5324,Earth,0,F/1084/S,TRAPPIST-1e,20.0,0,12.0,177.0,1110.0,0.0,0.0
5325,Earth,0,F/1180/P,TRAPPIST-1e,34.0,0,233.0,0.0,0.0,1054.0,156.0
5326,Mars,0,E/360/P,TRAPPIST-1e,23.0,0,821.0,0.0,863.0,664.0,0.0
5327,Earth,0,F/1087/S,TRAPPIST-1e,45.0,0,0.0,0.0,2332.0,84.0,0.0
5328,Earth,1,G/922/S,TRAPPIST-1e,39.0,0,0.0,0.0,0.0,0.0,0.0
5329,Earth,1,G/911/P,PSO J318.5-22,33.0,0,0.0,0.0,0.0,0.0,0.0
5330,Earth,0,F/1088/S,TRAPPIST-1e,14.0,0,0.0,0.0,325.0,247.0,305.0
5331,Earth,0,G/923/S,TRAPPIST-1e,26.0,0,178.0,0.0,3.0,0.0,704.0
5332,Earth,1,G/924/S,TRAPPIST-1e,47.0,0,0.0,0.0,0.0,0.0,0.0
5333,Mars,1,D/173/S,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0
5334,Earth,1,G/912/P,55 Cancri e,28.0,0,0.0,0.0,0.0,0.0,0.0
5335,Earth,1,G/913/P,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0
5336,Earth,1,G/925/S,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0
5337,Earth,0,F/1090/S,TRAPPIST-1e,16.0,0,0.0,458.0,725.0,0.0,0.0
5338,Earth,0,G/926/S,TRAPPIST-1e,9.0,0,0.0,0.0,0.0,0.0,0.0
5339,Earth,0,F/1091/S,TRAPPIST-1e,15.0,0,0.0,0.0,973.0,29.0,0.0
5340,Europa,0,C/215/S,TRAPPIST-1e,33.0,0,0.0,4372.0,0.0,4103.0,0.0
5341,Earth,0,F/1092/S,TRAPPIST-1e,61.0,0,0.0,166.0,1080.0,0.0,16.0
5342,Earth,0,F/1183/P,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,692.0,164.0
5343,Europa,1,E/371/S,TRAPPIST-1e,61.0,0,0.0,0.0,0.0,0.0,0.0
5344,Earth,0,G/915/P,TRAPPIST-1e,42.0,0,0.0,29.0,317.0,434.0,45.0
5345,Earth,0,G/916/P,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0
5346,Earth,0,G/916/P,TRAPPIST-1e,12.0,0,0.0,0.0,0.0,0.0,0.0
5347,Earth,0,G/916/P,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0
5348,Earth,1,G/916/P,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0
5349,Earth,1,G/916/P,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0
5350,Earth,0,F/1093/S,PSO J318.5-22,29.0,0,0.0,173.0,0.0,0.0,1155.0
5351,Earth,0,G/917/P,TRAPPIST-1e,59.0,0,0.0,664.0,0.0,144.0,141.0
5352,Earth,1,G/927/S,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0
5353,Earth,0,G/918/P,TRAPPIST-1e,70.0,0,390.0,0.0,0.0,0.0,518.0
5354,Earth,1,G/918/P,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0
5355,Europa,1,B/219/S,TRAPPIST-1e,37.0,0,0.0,0.0,0.0,0.0,0.0
5356,Europa,0,B/219/S,TRAPPIST-1e,58.0,0,0.0,1975.0,598.0,7.0,3726.0
5357,Earth,0,G/928/S,TRAPPIST-1e,44.0,0,69.0,0.0,17.0,176.0,2105.0
5358,Mars,1,E/372/S,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0
5359,Earth,1,G/919/P,PSO J318.5-22,20.0,0,0.0,0.0,0.0,0.0,0.0
5360,Earth,0,F/1094/S,TRAPPIST-1e,24.0,0,156.0,0.0,364.0,489.0,383.0
5361,Europa,1,B/192/P,55 Cancri e,27.0,0,0.0,0.0,0.0,0.0,0.0
5362,Earth,0,G/920/P,55 Cancri e,28.0,0,0.0,0.0,0.0,711.0,0.0
5363,Earth,0,F/1185/P,TRAPPIST-1e,24.0,0,0.0,217.0,0.0,77.0,510.0
5364,Mars,1,F/1186/P,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,0.0,0.0
5365,Earth,0,F/1187/P,TRAPPIST-1e,25.0,0,2029.0,1.0,0.0,0.0,121.0
5366,Earth,0,G/921/P,TRAPPIST-1e,20.0,0,0.0,0.0,53.0,2.0,754.0
5367,Earth,0,G/922/P,55 Cancri e,34.0,0,0.0,1745.0,6.0,5.0,37.0
5368,Earth,0,F/1188/P,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,1191.0,109.0
5369,Earth,1,E/362/P,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0
5370,Earth,0,F/1189/P,TRAPPIST-1e,23.0,0,1.0,0.0,1.0,0.0,618.0
5371,Europa,0,C/216/S,TRAPPIST-1e,39.0,0,0.0,11856.0,13.0,39.0,3.0
5372,Europa,0,C/216/S,TRAPPIST-1e,35.0,0,0.0,7636.0,0.0,353.0,705.0
5373,Earth,1,G/929/S,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0
5374,Earth,1,G/930/S,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0
5375,Europa,0,A/52/P,TRAPPIST-1e,42.0,0,0.0,16.0,0.0,144.0,7492.0
5376,Europa,0,A/52/P,55 Cancri e,32.0,0,70.0,764.0,724.0,547.0,1297.0
5377,Earth,0,F/1096/S,55 Cancri e,50.0,0,57.0,29.0,0.0,0.0,643.0
5378,Earth,0,G/931/S,TRAPPIST-1e,23.0,0,0.0,37.0,859.0,9.0,1.0
5379,Earth,0,G/932/S,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,5381.0,139.0
5380,Earth,0,F/1192/P,TRAPPIST-1e,29.0,0,715.0,47.0,0.0,0.0,0.0
5381,Europa,0,A/53/P,TRAPPIST-1e,35.0,1,247.0,436.0,459.0,1.0,1984.0
5382,Earth,0,E/363/P,TRAPPIST-1e,18.0,0,0.0,625.0,0.0,0.0,356.0
5383,Earth,0,G/924/P,PSO J318.5-22,24.0,0,160.0,20.0,39.0,552.0,1.0
5384,Earth,0,G/933/S,TRAPPIST-1e,23.0,0,88.0,0.0,586.0,0.0,0.0
5385,Earth,0,F/1194/P,TRAPPIST-1e,51.0,0,542.0,0.0,360.0,0.0,0.0
5386,Earth,0,F/1194/P,TRAPPIST-1e,42.0,0,439.0,0.0,0.0,0.0,254.0
5387,Earth,0,F/1194/P,PSO J318.5-22,19.0,0,5.0,0.0,0.0,716.0,0.0
5388,Earth,0,F/1194/P,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,0.0,0.0
5389,Earth,1,F/1194/P,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0
5390,Earth,0,F/1194/P,PSO J318.5-22,22.0,0,158.0,0.0,476.0,0.0,26.0
5391,Earth,0,Unknown,TRAPPIST-1e,25.0,0,12.0,6.0,2817.0,342.0,0.0
5392,Earth,0,F/1194/P,PSO J318.5-22,31.0,0,11.0,0.0,0.0,1912.0,1120.0
5393,Earth,0,F/1195/P,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,558.0,1.0
5394,Earth,1,G/934/S,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0
5395,Europa,1,B/220/S,TRAPPIST-1e,55.0,0,0.0,0.0,0.0,0.0,0.0
